denv_46_182   A_pdb5nvo.    Aligned length=   28, RMSD=   3.15, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.34375    TM-score= 0.16556 
denv_46_182   5_pdb6gg0.    Aligned length=   20, RMSD=   3.03, Seq_ID=n_identical/n_aligned= 0.050   TM-score= 0.33350    TM-score= 0.05233 
denv_46_182   A_pdb2mwf.    Aligned length=   32, RMSD=   2.25, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.45994    TM-score= 0.04714 
denv_46_182   A_pdb5puy.    Aligned length=   26, RMSD=   3.61, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.26167    TM-score= 0.14659 
denv_46_182   A_pdb6ipq.    Aligned length=   26, RMSD=   3.59, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.24560    TM-score= 0.11245 
denv_46_182   A_pdb5pql.    Aligned length=   21, RMSD=   2.54, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.26542    TM-score= 0.13295 
denv_46_182   A_pdb5faz.    Aligned length=   30, RMSD=   1.87, Seq_ID=n_identical/n_aligned= 0.033   TM-score= 0.54251    TM-score= 0.19724 
denv_46_182   A_pdb5l63.    Aligned length=   26, RMSD=   1.80, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.43319    TM-score= 0.09597 
denv_46_182   A_pdb4nqc.    Aligned length=   25, RMSD=   1.43, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.46526    TM-score= 0.09282 
denv_46_182   A_pdb5pdi.    Aligned length=   26, RMSD=   3.78, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.23860    TM-score= 0.14534 
denv_46_182   A_pdb6j4i.    Aligned length=   35, RMSD=   2.27, Seq_ID=n_identical/n_aligned= 0.114   TM-score= 0.47474    TM-score= 0.01757 
denv_46_182   A_pdb6t2f.    Aligned length=   20, RMSD=   2.83, Seq_ID=n_identical/n_aligned= 0.050   TM-score= 0.29039    TM-score= 0.16930 
denv_46_182   A_pdb5q2t.    Aligned length=   30, RMSD=   1.87, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.43146    TM-score= 0.08201 
denv_46_182   A_pdb6hk3.    Aligned length=   32, RMSD=   2.86, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.45896    TM-score= 0.08052 
denv_46_182   B_pdb2l35.    Aligned length=   35, RMSD=   2.88, Seq_ID=n_identical/n_aligned= 0.114   TM-score= 0.41495    TM-score= 0.02439 
denv_46_182   A_pdb5d6y.    Aligned length=   30, RMSD=   2.95, Seq_ID=n_identical/n_aligned= 0.067   TM-score= 0.36327    TM-score= 0.18957 
denv_46_182   A_pdb2vaf.    Aligned length=   29, RMSD=   2.99, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.34587    TM-score= 0.07159 
denv_46_182   A_pdb6gx9.    Aligned length=   29, RMSD=   3.97, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.24935    TM-score= 0.02797 
denv_46_182   A_pdb7ntj.    Aligned length=   21, RMSD=   1.97, Seq_ID=n_identical/n_aligned= 0.048   TM-score= 0.39033    TM-score= 0.19980 
denv_46_182   B_pdb2lqi.    Aligned length=   34, RMSD=   2.51, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.40477    TM-score= 0.01231 
denv_46_182   A_pdb6jfl.    Aligned length=   24, RMSD=   3.18, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.34988    TM-score= 0.05045 
denv_46_182   A_pdb5nwd.    Aligned length=   28, RMSD=   3.48, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.25414    TM-score= 0.12419 
denv_46_182   A_pdb5fa3.    Aligned length=   34, RMSD=   2.54, Seq_ID=n_identical/n_aligned= 0.088   TM-score= 0.52758    TM-score= 0.10969 
denv_46_182   A_pdb5als.    Aligned length=   28, RMSD=   3.61, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.40878    TM-score= 0.04508 
denv_46_182   A_pdb2o53.    Aligned length=   24, RMSD=   3.76, Seq_ID=n_identical/n_aligned= 0.042   TM-score= 0.32436    TM-score= 0.06427 
denv_46_182   A_pdb2po6.    Aligned length=   34, RMSD=   2.44, Seq_ID=n_identical/n_aligned= 0.176   TM-score= 0.42724    TM-score= 0.10848 
denv_46_182   A_pdb1f17.    Aligned length=   30, RMSD=   3.47, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.32823    TM-score= 0.08372 
denv_46_182   A_pdb2mvk.    Aligned length=   32, RMSD=   3.75, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.33656    TM-score= 0.05455 
denv_46_182   A_pdb2j4a.    Aligned length=   23, RMSD=   3.13, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.29314    TM-score= 0.07606 
denv_46_182   A_pdb5nzo.    Aligned length=   25, RMSD=   3.27, Seq_ID=n_identical/n_aligned= 0.080   TM-score= 0.34750    TM-score= 0.10128 
denv_46_182   A_pdb1b6a.    Aligned length=   35, RMSD=   2.35, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.49023    TM-score= 0.08939 
denv_46_182   A_pdb5pu4.    Aligned length=   21, RMSD=   2.54, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.25554    TM-score= 0.13291 
denv_46_182   A_pdb6sfj.    Aligned length=   27, RMSD=   3.74, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.32517    TM-score= 0.06431 
denv_46_182   A_pdb6sas.    Aligned length=   33, RMSD=   2.51, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.47955    TM-score= 0.11237 
denv_46_182   A_pdb4cxl.    Aligned length=   11, RMSD=   3.56, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.11450    TM-score= 0.09495 
denv_46_182   A_pdb2lnb.    Aligned length=   34, RMSD=   2.51, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.41178    TM-score= 0.02048 
denv_46_182   B_pdb2ks9.    Aligned length=   34, RMSD=   3.62, Seq_ID=n_identical/n_aligned= 0.118   TM-score= 0.28876    TM-score= 0.02089 
denv_46_182   A_pdb4c6q.    Aligned length=   27, RMSD=   2.12, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.44400    TM-score= 0.06875 
denv_46_182   A_pdb6z30.    Aligned length=   30, RMSD=   2.99, Seq_ID=n_identical/n_aligned= 0.067   TM-score= 0.42767    TM-score= 0.09014 
denv_46_182   A_pdb6siu.    Aligned length=   29, RMSD=   3.47, Seq_ID=n_identical/n_aligned= 0.103   TM-score= 0.33225    TM-score= 0.07951 
denv_46_182   A_pdb5oc9.    Aligned length=   31, RMSD=   3.84, Seq_ID=n_identical/n_aligned= 0.129   TM-score= 0.35493    TM-score= 0.04379 
denv_46_182   A_pdb2nlb.    Aligned length=   19, RMSD=   2.50, Seq_ID=n_identical/n_aligned= 0.053   TM-score= 0.22155    TM-score= 0.22109 
denv_46_182   A_pdb6igw.    Aligned length=   27, RMSD=   1.62, Seq_ID=n_identical/n_aligned= 0.111   TM-score= 0.50743    TM-score= 0.20218 
denv_46_182   A_pdb6ddx.    Aligned length=   29, RMSD=   2.96, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.43564    TM-score= 0.05500 
denv_46_182   1_pdb6ff4.    Aligned length=   30, RMSD=   3.41, Seq_ID=n_identical/n_aligned= 0.067   TM-score= 0.28879    TM-score= 0.16671 
denv_46_182   A_pdb6thp.    Aligned length=   27, RMSD=   3.73, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.27699    TM-score= 0.03396 
denv_46_182   A_pdb2mhn.    Aligned length=   35, RMSD=   2.17, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.49221    TM-score= 0.01816 
denv_46_182   A_pdb3zys.    Aligned length=   33, RMSD=   4.19, Seq_ID=n_identical/n_aligned= 0.061   TM-score= 0.26394    TM-score= 0.07652 
denv_46_182   A_pdb2ooz.    Aligned length=   22, RMSD=   2.65, Seq_ID=n_identical/n_aligned= 0.091   TM-score= 0.36408    TM-score= 0.15497 
denv_46_182   A_pdb2rj9.    Aligned length=   25, RMSD=   3.18, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.35809    TM-score= 0.07561 
denv_46_182   A_pdb5puz.    Aligned length=   21, RMSD=   2.48, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.25363    TM-score= 0.13326 
denv_46_182   A_pdb6df6.    Aligned length=   22, RMSD=   2.49, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.31903    TM-score= 0.08130 
denv_46_182   A_pdb6s08.    Aligned length=   25, RMSD=   2.33, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.30882    TM-score= 0.10404 
denv_46_182   A_pdb1far.    Aligned length=   26, RMSD=   3.82, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.27703    TM-score= 0.24760 
denv_46_182   A_pdb4bsk.    Aligned length=   26, RMSD=   2.23, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.40127    TM-score= 0.12880 
denv_46_182   B_pdb2iyd.    Aligned length=   31, RMSD=   3.80, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.26240    TM-score= 0.20721 
denv_46_182   B_pdb1gwq.    Aligned length=   26, RMSD=   3.88, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.25424    TM-score= 0.08046 
denv_46_182   A_pdb2p39.    Aligned length=   28, RMSD=   2.00, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.46591    TM-score= 0.17045 
denv_46_182   A_pdb6t7u.    Aligned length=   34, RMSD=   2.62, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.49649    TM-score= 0.11442 
denv_46_182   A_pdb1a0l.    Aligned length=   29, RMSD=   2.27, Seq_ID=n_identical/n_aligned= 0.103   TM-score= 0.48897    TM-score= 0.10587 
denv_46_182   A_pdb4bw7.    Aligned length=   23, RMSD=   3.49, Seq_ID=n_identical/n_aligned= 0.087   TM-score= 0.23530    TM-score= 0.11676 
denv_46_182   A_pdb1bh9.    Aligned length=   17, RMSD=   3.62, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.18298    TM-score= 0.17704 
denv_46_182   A_pdb2i1n.    Aligned length=   25, RMSD=   2.68, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.29816    TM-score= 0.17805 
denv_46_182   A_pdb2kay.    Aligned length=   21, RMSD=   2.93, Seq_ID=n_identical/n_aligned= 0.048   TM-score= 0.23026    TM-score= 0.15211 
denv_46_182   A_pdb2m1l.    Aligned length=   18, RMSD=   2.85, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.22860    TM-score= 0.16664 
denv_46_182   A_pdb1anw.    Aligned length=   24, RMSD=   3.39, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.23369    TM-score= 0.06125 
denv_46_182   A_pdb4d2g.    Aligned length=   29, RMSD=   1.67, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.56143    TM-score= 0.10521 
denv_46_182   A_pdb4o9b.    Aligned length=   14, RMSD=   2.43, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.19934    TM-score= 0.12080 
denv_46_182   A_pdb4eev.    Aligned length=   33, RMSD=   2.92, Seq_ID=n_identical/n_aligned= 0.061   TM-score= 0.46427    TM-score= 0.09965 
denv_46_182   A_pdb4awa.    Aligned length=   21, RMSD=   2.33, Seq_ID=n_identical/n_aligned= 0.048   TM-score= 0.34144    TM-score= 0.07199 
denv_46_182   A_pdb6fe7.    Aligned length=   28, RMSD=   4.14, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.22698    TM-score= 0.06503 
denv_46_182   A_pdb6cs2.    Aligned length=   33, RMSD=   2.40, Seq_ID=n_identical/n_aligned= 0.091   TM-score= 0.54409    TM-score= 0.03533 
denv_46_182   A_pdb6qvd.    Aligned length=   26, RMSD=   3.09, Seq_ID=n_identical/n_aligned= 0.192   TM-score= 0.34726    TM-score= 0.03929 
denv_46_182   8_pdb6ff4.    Aligned length=   22, RMSD=   3.48, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.23276    TM-score= 0.10825 
denv_46_182   A_pdb2qp6.    Aligned length=   32, RMSD=   2.06, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.52345    TM-score= 0.11311 
denv_46_182   A_pdb2vdk.    Aligned length=   32, RMSD=   1.61, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.53825    TM-score= 0.06788 
denv_46_182   A_pdb2ncv.    Aligned length=   33, RMSD=   3.80, Seq_ID=n_identical/n_aligned= 0.061   TM-score= 0.29245    TM-score= 0.06471 
denv_46_182   A_pdb5fw9.    Aligned length=   25, RMSD=   3.27, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.29785    TM-score= 0.24783 
denv_46_182   A_pdb5gs2.    Aligned length=   23, RMSD=   3.21, Seq_ID=n_identical/n_aligned= 0.087   TM-score= 0.27377    TM-score= 0.05380 
denv_46_182   A_pdb6j2e.    Aligned length=   34, RMSD=   2.43, Seq_ID=n_identical/n_aligned= 0.118   TM-score= 0.47817    TM-score= 0.10862 
denv_46_182   A_pdb3wyk.    Aligned length=   20, RMSD=   3.20, Seq_ID=n_identical/n_aligned= 0.050   TM-score= 0.25208    TM-score= 0.05330 
denv_46_182   A_pdb5h37.    Aligned length=   34, RMSD=   2.94, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.45268    TM-score= 0.06041 
denv_46_182   A_pdb5cgc.    Aligned length=   29, RMSD=   3.59, Seq_ID=n_identical/n_aligned= 0.069   TM-score= 0.29971    TM-score= 0.05933 
denv_46_182   A_pdb2lo4.    Aligned length=   31, RMSD=   3.70, Seq_ID=n_identical/n_aligned= 0.032   TM-score= 0.29699    TM-score= 0.08753 
denv_46_182   A_pdb6z88.    Aligned length=   28, RMSD=   2.66, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.37479    TM-score= 0.13035 
denv_46_182   A_pdb5gik.    Aligned length=   32, RMSD=   3.57, Seq_ID=n_identical/n_aligned= 0.031   TM-score= 0.33449    TM-score= 0.14850 
denv_46_182   A_pdb7a41.    Aligned length=   31, RMSD=   2.38, Seq_ID=n_identical/n_aligned= 0.032   TM-score= 0.49758    TM-score= 0.08006 
denv_46_182   A_pdb2nc3.    Aligned length=   33, RMSD=   3.29, Seq_ID=n_identical/n_aligned= 0.091   TM-score= 0.37359    TM-score= 0.04461 
denv_46_182   A_pdb4ojn.    Aligned length=   28, RMSD=   3.17, Seq_ID=n_identical/n_aligned= 0.107   TM-score= 0.32338    TM-score= 0.07100 
denv_46_182   A_pdb3d95.    Aligned length=   28, RMSD=   1.91, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.57844    TM-score= 0.18220 
denv_46_182   A_pdb5pqm.    Aligned length=   21, RMSD=   2.50, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.25109    TM-score= 0.13273 
denv_46_182   A_pdb6hr2.    Aligned length=   26, RMSD=   3.75, Seq_ID=n_identical/n_aligned= 0.077   TM-score= 0.23317    TM-score= 0.14224 
denv_46_182   A_pdb1f9x.    Aligned length=   33, RMSD=   2.89, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.33876    TM-score= 0.19964 
denv_46_182   A_pdb5pc7.    Aligned length=   19, RMSD=   3.22, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.21870    TM-score= 0.11564 
denv_46_182   A_pdb1g7g.    Aligned length=   31, RMSD=   2.89, Seq_ID=n_identical/n_aligned= 0.161   TM-score= 0.45856    TM-score= 0.09005 
denv_46_182   A_pdb6pul.    Aligned length=   34, RMSD=   2.36, Seq_ID=n_identical/n_aligned= 0.118   TM-score= 0.51498    TM-score= 0.11412 
denv_46_182   A_pdb4b7l.    Aligned length=   33, RMSD=   3.65, Seq_ID=n_identical/n_aligned= 0.061   TM-score= 0.35268    TM-score= 0.08169 
denv_46_182   A_pdb5kfe.    Aligned length=   30, RMSD=   2.91, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.45084    TM-score= 0.06263 
denv_46_182   B_pdb2io2.    Aligned length=   28, RMSD=   3.48, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.28888    TM-score= 0.22078 
denv_46_182   A_pdb4bcf.    Aligned length=   27, RMSD=   3.06, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.31167    TM-score= 0.07468 
denv_46_182   A_pdb4dcp.    Aligned length=   21, RMSD=   2.20, Seq_ID=n_identical/n_aligned= 0.095   TM-score= 0.29349    TM-score= 0.12286 
denv_46_182   B_pdb1am9.    Aligned length=   23, RMSD=   3.64, Seq_ID=n_identical/n_aligned= 0.043   TM-score= 0.20306    TM-score= 0.16611 
denv_46_182   B_pdb1hlg.    Aligned length=   31, RMSD=   2.95, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.32762    TM-score= 0.07264 
denv_46_182   A_pdb2iyb.    Aligned length=   27, RMSD=   2.14, Seq_ID=n_identical/n_aligned= 0.037   TM-score= 0.41394    TM-score= 0.19341 
denv_46_182   A_pdb1c1y.    Aligned length=   32, RMSD=   4.59, Seq_ID=n_identical/n_aligned= 0.062   TM-score= 0.25740    TM-score= 0.11864 
denv_46_182   B_pdb2knc.    Aligned length=   35, RMSD=   2.41, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.43636    TM-score= 0.01311 
denv_46_182   A_pdb3cs9.    Aligned length=   27, RMSD=   3.15, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.30562    TM-score= 0.08440 
denv_46_182   A_pdb4x9w.    Aligned length=   32, RMSD=   1.68, Seq_ID=n_identical/n_aligned= 0.062   TM-score= 0.57499    TM-score= 0.13177 
denv_46_182   A_pdb7nq4.    Aligned length=   27, RMSD=   2.51, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.39121    TM-score= 0.06321 
denv_46_182   A_pdb2n3u.    Aligned length=   31, RMSD=   4.26, Seq_ID=n_identical/n_aligned= 0.065   TM-score= 0.21334    TM-score= 0.13788 
denv_46_182   B_pdb2pcu.    Aligned length=    5, RMSD=   0.71, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.12382    TM-score= 0.69365 
denv_46_182   A_pdb1ba4.    Aligned length=   35, RMSD=   4.37, Seq_ID=n_identical/n_aligned= 0.086   TM-score= 0.27796    TM-score= 0.06773 
denv_46_182   A_pdb5l5a.    Aligned length=   26, RMSD=   1.79, Seq_ID=n_identical/n_aligned= 0.038   TM-score= 0.43523    TM-score= 0.09607 
denv_46_182   8_pdb5oom.    Aligned length=   14, RMSD=   2.67, Seq_ID=n_identical/n_aligned= 0.071   TM-score= 0.19266    TM-score= 0.10567 
denv_46_182   A_pdb5glj.    Aligned length=   28, RMSD=   3.52, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.30113    TM-score= 0.18432 
denv_46_182   A_pdb2n3j.    Aligned length=   29, RMSD=   1.67, Seq_ID=n_identical/n_aligned= 0.103   TM-score= 0.52472    TM-score= 0.25356 
denv_46_182   A_pdb4ay2.    Aligned length=   29, RMSD=   2.79, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.38810    TM-score= 0.04242 
denv_46_182   B_pdb2iui.    Aligned length=   34, RMSD=   2.50, Seq_ID=n_identical/n_aligned= 0.118   TM-score= 0.50086    TM-score= 0.24069 
denv_46_182   A_pdb5exo.    Aligned length=   32, RMSD=   2.97, Seq_ID=n_identical/n_aligned= 0.062   TM-score= 0.47287    TM-score= 0.18210 
denv_46_182   A_pdb5dfw.    Aligned length=   30, RMSD=   3.98, Seq_ID=n_identical/n_aligned= 0.033   TM-score= 0.25422    TM-score= 0.18404 
denv_46_182   A_pdb2lax.    Aligned length=   25, RMSD=   2.23, Seq_ID=n_identical/n_aligned= 0.040   TM-score= 0.38847    TM-score= 0.38646 
denv_46_182   A_pdb2jev.    Aligned length=   34, RMSD=   2.30, Seq_ID=n_identical/n_aligned= 0.059   TM-score= 0.61995    TM-score= 0.17493 
denv_46_182   A_pdb3tn8.    Aligned length=   32, RMSD=   3.09, Seq_ID=n_identical/n_aligned= 0.094   TM-score= 0.38392    TM-score= 0.08845 
denv_46_182   A_pdb2l9u.    Aligned length=   17, RMSD=   3.39, Seq_ID=n_identical/n_aligned= 0.059   TM-score= 0.17540    TM-score= 0.17443 
denv_46_182   A_pdb5k1b.    Aligned length=   27, RMSD=   1.88, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.42773    TM-score= 0.09390 
denv_46_182   A_pdb6if9.    Aligned length=   35, RMSD=   2.20, Seq_ID=n_identical/n_aligned= 0.114   TM-score= 0.49007    TM-score= 0.00967 
denv_46_182   A_pdb6gqs.    Aligned length=   29, RMSD=   1.78, Seq_ID=n_identical/n_aligned= 0.103   TM-score= 0.51630    TM-score= 0.11439 
denv_46_182   A_pdb4wkf.    Aligned length=   27, RMSD=   2.66, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.43461    TM-score= 0.06586 
denv_46_182   A_pdb4bkw.    Aligned length=   31, RMSD=   3.04, Seq_ID=n_identical/n_aligned= 0.065   TM-score= 0.36180    TM-score= 0.05757 
denv_46_182   A_pdb5q1m.    Aligned length=   30, RMSD=   1.85, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.43214    TM-score= 0.08212 
denv_46_182   A_pdb6ck6.    Aligned length=   19, RMSD=   2.45, Seq_ID=n_identical/n_aligned= 0.105   TM-score= 0.35953    TM-score= 0.06283 
denv_46_182   A_pdb3s5f.    Aligned length=   34, RMSD=   1.78, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.61366    TM-score= 0.24251 
denv_46_182   A_pdb2k6b.    Aligned length=   35, RMSD=   3.16, Seq_ID=n_identical/n_aligned= 0.029   TM-score= 0.38878    TM-score= 0.01482 
denv_46_182   A_pdb1hki.    Aligned length=   27, RMSD=   2.58, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.42726    TM-score= 0.06656 
denv_46_182   B_pdb2onm.    Aligned length=   28, RMSD=   2.61, Seq_ID=n_identical/n_aligned= 0.107   TM-score= 0.39523    TM-score= 0.05192 
denv_46_182   A_pdb5pct.    Aligned length=   20, RMSD=   2.42, Seq_ID=n_identical/n_aligned= 0.050   TM-score= 0.23824    TM-score= 0.13235 
denv_46_182   A_pdb7a49.    Aligned length=   35, RMSD=   3.84, Seq_ID=n_identical/n_aligned= 0.086   TM-score= 0.29460    TM-score= 0.08168 
denv_46_182   A_pdb3s7f.    Aligned length=   27, RMSD=   3.60, Seq_ID=n_identical/n_aligned= 0.111   TM-score= 0.31137    TM-score= 0.05312 
denv_46_182   A_pdb6jvf.    Aligned length=   33, RMSD=   3.63, Seq_ID=n_identical/n_aligned= 0.030   TM-score= 0.37303    TM-score= 0.15103 
denv_46_182   A_pdb5c14.    Aligned length=   27, RMSD=   2.27, Seq_ID=n_identical/n_aligned= 0.111   TM-score= 0.38662    TM-score= 0.11741 
denv_46_182   A_pdb5q3x.    Aligned length=   30, RMSD=   1.86, Seq_ID=n_identical/n_aligned= 0.100   TM-score= 0.42983    TM-score= 0.08206 
denv_46_182   A_pdb6fge.    Aligned length=   28, RMSD=   2.93, Seq_ID=n_identical/n_aligned= 0.036   TM-score= 0.39071    TM-score= 0.07119 
denv_46_182   A_pdb2pfr.    Aligned length=   34, RMSD=   1.73, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.55068    TM-score= 0.10933 
denv_46_182   B_pdb2h2k.    Aligned length=   23, RMSD=   3.27, Seq_ID=n_identical/n_aligned= 0.174   TM-score= 0.25422    TM-score= 0.16436 
denv_46_182   A_pdb1bh5.    Aligned length=   30, RMSD=   3.03, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.35362    TM-score= 0.13285 
denv_46_182   A_pdb6ddf.    Aligned length=   27, RMSD=   3.37, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.31533    TM-score= 0.09763 
denv_46_182   A_pdb3tc5.    Aligned length=   29, RMSD=   2.60, Seq_ID=n_identical/n_aligned= 0.034   TM-score= 0.32113    TM-score= 0.15684 
denv_46_182   A_pdb6fqt.    Aligned length=   27, RMSD=   4.47, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.20614    TM-score= 0.13420 
denv_46_182   A_pdb5cs3.    Aligned length=   27, RMSD=   2.51, Seq_ID=n_identical/n_aligned= 0.074   TM-score= 0.32549    TM-score= 0.12654 
denv_46_182   A_pdb5por.    Aligned length=   22, RMSD=   2.71, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.22917    TM-score= 0.13347 
denv_46_182   B_pdb2i2y.    Aligned length=   35, RMSD=   2.61, Seq_ID=n_identical/n_aligned= 0.114   TM-score= 0.41086    TM-score= 0.00847 
denv_46_182   B_pdb2k2i.    Aligned length=   35, RMSD=   2.57, Seq_ID=n_identical/n_aligned= 0.057   TM-score= 0.46012    TM-score= 0.02386 
denv_46_182   A_pdb4msu.    Aligned length=   32, RMSD=   3.79, Seq_ID=n_identical/n_aligned= 0.062   TM-score= 0.25588    TM-score= 0.04645 
denv_46_182   A_pdb3zlw.    Aligned length=   25, RMSD=   2.63, Seq_ID=n_identical/n_aligned= 0.080   TM-score= 0.32649    TM-score= 0.07040 
denv_46_182   A_pdb2rnr.    Aligned length=   15, RMSD=   1.52, Seq_ID=n_identical/n_aligned= 0.000   TM-score= 0.27919    TM-score= 0.19439 
